movieId,title,genres,overview
111362,X-Men: Days of Future Past (2014),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 2014"
111759,Edge of Tomorrow (2014),"Action, Sci-Fi, IMAX","action, sci-fi, imax, 2014"
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),"Comedy, Drama","comedy, drama, 2014"
112552,Whiplash (2014),Drama,"drama, passion, psychological, suspense, jazz, music, tense, inspirational, inspiring, intense, 2014"
112556,Gone Girl (2014),"Drama, Thriller","drama, thriller, annoying, Stupid ending, 2014"
112852,Guardians of the Galaxy (2014),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, funny, Great Visuals, humorous, unlikely hero, 2014"
115149,John Wick (2014),"Action, Thriller","action, thriller, dark hero, gun-fu, Keanu Reeves, Revenge, secret society, stylish, action, killer, widows/widowers, 2014"
115617,Big Hero 6 (2014),"Action, Animation, Comedy","action, animation, comedy, animation, kids, robots, feel-good, fun family movie, very funny, 2014"
115713,Ex Machina (2015),"Drama, Sci-Fi, Thriller","drama, sci-fi, thriller, 2015"
116797,The Imitation Game (2014),"Drama, Thriller, War","drama, thriller, war, inspirational, intelligent, 2014"
119145,Kingsman: The Secret Service (2015),"Action, Adventure, Comedy, Crime","action, adventure, comedy, crime, slick, 2015"
122882,Mad Max: Fury Road (2015),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, beautiful, cinematography, visually appealing, 2015"
122886,Star Wars: Episode VII - The Force Awakens (2015),"Action, Adventure, Fantasy, Sci-Fi, IMAX","action, adventure, fantasy, sci-fi, imax, 2015"
122892,Avengers: Age of Ultron (2015),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 2015"
122900,Ant-Man (2015),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 2015"
122904,Deadpool (2016),"Action, Adventure, Comedy, Sci-Fi","action, adventure, comedy, sci-fi, 2016"
122918,Guardians of the Galaxy 2 (2017),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, fun, 2017"
134130,The Martian (2015),"Adventure, Drama, Sci-Fi","adventure, drama, sci-fi, smart, 2015"
134853,Inside Out (2015),"Adventure, Animation, Children, Comedy, Drama, Fantasy","adventure, animation, children, comedy, drama, fantasy, 2015"
139385,The Revenant (2015),"Adventure, Drama","adventure, drama, leonardo DiCarpio, survival, tom hardy, visually appealing, cinematography, visually appealing, Visually Striking, 2015"
148626,"Big Short, The (2015)",Drama,"drama, funny, interesting, Witty, 2015"
152081,Zootopia (2016),"Action, Adventure, Animation, Children, Comedy","action, adventure, animation, children, comedy, 2016"
164179,Arrival (2016),Sci-Fi,"sci-fi, beautiful visuals, Cerebral, cinematography, good cinematography, smart, thought-provoking, visually appealing, 2016"
166528,Rogue One: A Star Wars Story (2016),"Action, Adventure, Fantasy, Sci-Fi","action, adventure, fantasy, sci-fi, 2016"
168252,Logan (2017),"Action, Sci-Fi","action, sci-fi, dark, emotional, gritty, heartbreaking, predictible plot, 2017"
